junta_electoral,muni_name,party_acronym_original,party_long,province_id
SANT FELIU DE LLOBREGAT,SANT LLORENÇ D'HORTONS,ENTESA-ERC-AM,ENTESA PER SANT LLORENÇ D'HORTONS-ESQUERRA REPUBLICANA DE CATALUNYA-ACORDMUNICIPAL,08
SANT FELIU DE LLOBREGAT,SANT LLORENÇ D'HORTONS,POBLE 2.0-JUNTS,POBLE DOS PUNT ZERO,08
SANT FELIU DE LLOBREGAT,SANT VICENÇ DELS HORTS,PSC-SVH EN +-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-SANT VICENÇ EN POSITIU-CANDIDATURA DEL PROGRÉS,08
SANT FELIU DE LLOBREGAT,SANT VICENÇ DELS HORTS,JUNTS X SVH-ERC-AM,JUNTS X SANT VICENÇ = VICENTINS PEL CANVI + ESQUERRA REPUBLICANA DE CATALUNYA-ACORDMUNICIPAL,08
SANT FELIU DE LLOBREGAT,SANT VICENÇ DELS HORTS,CS,CIUTADANS-PARTIDO DE LA CIUDADANIA,08
SANT FELIU DE LLOBREGAT,SANT VICENÇ DELS HORTS,PP,PARTIT POPULAR / PARTIDO POPULAR,08
SANT FELIU DE LLOBREGAT,SANT VICENÇ DELS HORTS,SVHCP-ECG,SANT VICENÇ EN COMÚ PODEM-EN COMÚ GUANYEM,08
SANT FELIU DE LLOBREGAT,SANT VICENÇ DELS HORTS,#SOMSVH,#SOM SANT VICENÇ,08
SANT FELIU DE LLOBREGAT,SANT VICENÇ DELS HORTS,JXCAT-JUNTS,JUNTS PER CATALUNYA-SANT VICENÇ DELS HORTS,08
SANT FELIU DE LLOBREGAT,SANT VICENÇ DELS HORTS,VOX,VOX,08
SANT FELIU DE LLOBREGAT,TORRELLES DE LLOBREGAT,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÈS,08
SANT FELIU DE LLOBREGAT,TORRELLES DE LLOBREGAT,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,08
SANT FELIU DE LLOBREGAT,TORRELLES DE LLOBREGAT,JUNTS,JUNTS PER TORRELLES,08
SANT FELIU DE LLOBREGAT,TORRELLES DE LLOBREGAT,CS,"CIUTADANS, PARTIDO PARA LA CIUDADANIA",08
SANT FELIU DE LLOBREGAT,TORRELLES DE LLOBREGAT,PP,PARTIT POPULAR / PARTIDO POPULAR,08
SANT FELIU DE LLOBREGAT,TORRELLES DE LLOBREGAT,CAT,COMPROMÍS I ACORD PER TORRELLES,08
SANT FELIU DE LLOBREGAT,VALLIRANA,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,08
