junta_electoral,muni_name,party_acronym_original,party_long,province_id
FIGUERES,LLANÇÀ,MXLL-UPMCAT,MÉS PER LLANÇÀ-UPMCAT,17
FIGUERES,LLANÇÀ,APL,ALTERNATIVA PER LLANÇÀ,17
FIGUERES,LLANÇÀ,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,17
FIGUERES,LLANÇÀ,JUNTS,JUNTS PER LLANÇÀ,17
FIGUERES,LLANÇÀ,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,17
FIGUERES,LLERS,JUNTS,JUNTS PER LLERS,17
FIGUERES,LLERS,IXLL-AM,INDEPENDENTS PER LLERS-ACORD MUNICIPAL,17
FIGUERES,MAÇANET DE CABRENYS,MXM-ERC-AM,MÉS PER MAÇANET-ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,17
FIGUERES,MAÇANET DE CABRENYS,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DEPROGRÉS,17
FIGUERES,MASARAC,JUNTS,JUNTS PER MASARAC I VILARNADAL,17
FIGUERES,MASARAC,IDM-V-CP,INDEPENDENTS DE MASARAC – VILARNADAL-CANDIDATURA DEPROGRÉS,17
FIGUERES,MOLLET DE PERALADA,JUNTS,JUNTS PER MOLLET DE PERALADA,17
FIGUERES,MOLLET DE PERALADA,CUP-AMUNT,CANDIDATURA D’UNITAT POPULAR-ALTERNATIVA MUNICIPALISTA,17
FIGUERES,MOLLET DE PERALADA,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DEPROGRÉS,17
FIGUERES,NAVATA,JPN-AM,JUNTS PER NAVATA-ACORD MUNICIPAL,17
FIGUERES,NAVATA,JXCAT-JUNTS,COMPROMIS PER NAVATA,17
FIGUERES,NAVATA,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,17
FIGUERES,ORDIS,ERCAM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,17
FIGUERES,PALAU-SAVERDERA,GDP-AM,GENT DE PALAU-ACORD MUNICIPAL,17
FIGUERES,PALAU-SAVERDERA,JUNTS,JUNTS PER PALAU,17
FIGUERES,PALAU-SAVERDERA,AXT,ALTERNATIVA X TOTHOM,17
FIGUERES,PALAU-SAVERDERA,MP-UPMCAT,MÉS PALAU-UPMCAT,17
FIGUERES,PALAU DE SANTA EULÀLIA,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,17
FIGUERES,PALAU DE SANTA EULÀLIA,CP,PROGRÉS DE PALAU DE SANTA EULÀLIA-CANDIDATURA DEPROGRÉS,17
FIGUERES,PALAU DE SANTA EULÀLIA,JUNTS,JUNTS PER PALAU DE SANTA EULALIA,17
FIGUERES,PAU,JXP-JUNTS,JUNTS PER PAU,17
FIGUERES,PAU,CS,CIUTADANS,17
FIGUERES,PAU,SGDP-AM,SOM GENT DE PAU-ACORD MUNICIPAL,17
FIGUERES,PAU,PAU HI GUANYA,PAU HI GUANYA,17
FIGUERES,PEDRET I MARZÀ,JUNTS,JUNTS PER PEDRET I MARZÀ,17
FIGUERES,PEDRET I MARZÀ,IXPM-AM,INDEPENDENTS PER PEDRET I MARZÀ-ACORD MUNICIPAL,17
FIGUERES,PEDRET I MARZÀ,CP,INDEPENDENTS DE PEDRET I MARZÀ-CANDIDATURA DE PROGRÉS,17
FIGUERES,PERALADA,JUNTS,JUNTS PER PERALADA I VILANOVA,17
FIGUERES,PERALADA,IDV,INDEPENDENTS DE VILANOVA,17
FIGUERES,PONT DE MOLINS,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,17
FIGUERES,PONT DE MOLINS,JXPM-JUNTS,JUNTS PER PONT DE MOLINS,17
FIGUERES,PONT DE MOLINS,MPM-UPMCAT,MÉSPONTDEMOLINS-UPMCAT,17
FIGUERES,PONT DE MOLINS,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,17
FIGUERES,PONTÓS,JUNTS,JUNTS PER PONTOS,17
FIGUERES,PONTÓS,CXPONTÓS,COMPROMÍS X PONTÓS,17
FIGUERES,PONTÓS,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DEPROGRÉS,17
FIGUERES,PONTÓS,AESP,SUMEM PER PONTÓS,17
FIGUERES,"PORT DE LA SELVA, EL",JUNTS,JUNTS PER CATALUNYA-EL PORT DE LA SELVA,17
FIGUERES,"PORT DE LA SELVA, EL",JXPS-AM,JUNTS PEL PORT DE LA SELVA-ACORD MUNICIPAL,17
FIGUERES,PORTBOU,AP-JXCAT-JUNTS,ARA PORTBOU,17
FIGUERES,PORTBOU,DP-AM,DESPERTEM PORTBOU-ACORD MUNICIPAL,17
FIGUERES,RABÓS,JUNTS,JUNTS PER RABOS,17
FIGUERES,RABÓS,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,17
FIGUERES,RABÓS,CP,INDEPENDENTS DE RABÓS-CANDIDATURA DE PROGRÉS,17
FIGUERES,RIUMORS,IR-IDC,INDEPENDENTS PER RIUMORS-INDEPENDENTS DE CATALUNYA,17
FIGUERES,ROSES,SOMI,SOM IDENTITARIS,17
FIGUERES,ROSES,JXCAT-JUNTS,JUNTS PER ROSES,17
FIGUERES,ROSES,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,17
FIGUERES,ROSES,GDPR,GENT DEL POBLE DE ROSES,17
FIGUERES,ROSES,PP,PARTIDO POPULAR / PARTIT POPULAR,17
FIGUERES,ROSES,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,17
FIGUERES,ROSES,CS,CIUTADANS-PARTIDO DE LA CIUDADANIA,17
FIGUERES,ROSES,LLIURES,LLIURES. DEFENSANT LES LLIBERTATS,17
FIGUERES,SANT CLIMENT SESCEBES,JUNTS,JUNTS PER SANT CLIMENT SESCEBES,17
FIGUERES,SANT CLIMENT SESCEBES,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,17
FIGUERES,SANT CLIMENT SESCEBES,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DEPROGRÉS,17
FIGUERES,SANT LLORENÇ DE LA MUGA,CSLLM-AM,COMPROMESOS AMB SANT LLORENÇ DE LA MUGA-ACORDMUNICIPAL,17
FIGUERES,SANT LLORENÇ DE LA MUGA,JXSLLM-JUNTS,JUNTS PER SANT LLORENÇ DE LA MUGA,17
FIGUERES,SANT LLORENÇ DE LA MUGA,U.S.LL.,UNITS PER SANT LLORENÇ,17
FIGUERES,SANT LLORENÇ DE LA MUGA,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,17
FIGUERES,SANT MIQUEL DE FLUVIÀ,ISMF-CP,INDEPENDENTS DE SANT MIQUEL DE FLUVIÀ-CANDIDATURA DEPROGRÉS,17
FIGUERES,SANT PERE PESCADOR,INDEPENDENTS,SANT PERE SOM TOTS,17
FIGUERES,SANT PERE PESCADOR,JXCAT-JUNTS,JUNTS PER SANT PERE PESCADOR,17
FIGUERES,SANT PERE PESCADOR,IXSPP-AM,INDEPENDENTS PER SANT PERE PESCADOR-ACORD MUNICIPAL,17
FIGUERES,"SELVA DE MAR, LA",JUNTS,JUNTS PER LA SELVA DE MAR,17
FIGUERES,"SELVA DE MAR, LA",PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DEPROGRÉS,17
FIGUERES,"SELVA DE MAR, LA",ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,17
FIGUERES,SIURANA,JUNTS,JUNTS PER SIURANA,17
FIGUERES,SIURANA,TXS-AM,TOTS PER SIURANA-ACORD MUNICIPAL,17
FIGUERES,SIURANA,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DEPROGRÉS,17
FIGUERES,SIURANA,PP,PARTIDO POPULAR / PARTIT POPULAR,17
FIGUERES,SANTA LLOGAIA D'ÀLGUEMA,JXCAT-JUNTS,JUNTS PER SANTA LLOGAIA,17
FIGUERES,TERRADES,JUNTS,JUNTS PER TERRADES,17
FIGUERES,TORROELLA DE FLUVIÀ,ENP-JUNTS,EL NOSTRE POBLE,17
FIGUERES,TORROELLA DE FLUVIÀ,PSC-PSOE,PARTIT DELS SOCIALISTES DE CATALUNYA,17
FIGUERES,"VAJOL, LA",JUNTS,JUNTS PER LA VAJOL,17
FIGUERES,"VAJOL, LA",JPV-AM,JUNTS PER LA VAJOL-ACORD MUNICIPAL,17
FIGUERES,"VAJOL, LA",CP,JUNTS PER LA VAJOL-CANDIDATURA DE PROGRÉS,17
FIGUERES,VILABERTRAN,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,17
FIGUERES,VILAFANT,JUNTS,JUNTS PER VILAFANT,17
FIGUERES,VILAFANT,PP,PARTIDO POPULAR / PARTIT POPULAR,17
FIGUERES,VILAFANT,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,17
FIGUERES,VILAFANT,CS,CIUTADANS-PARTIDO DE LA CIUDADANIA,17
FIGUERES,VILAFANT,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,17
FIGUERES,VILAJUÏGA,APV,ASSEMBLEA PER VILAJUÏGA,17
FIGUERES,VILAJUÏGA,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,17
FIGUERES,VILAJUÏGA,JXV-CP,JUNTS PER VILAJUÏGA-CANDIDATURA DE PROGRÉS,17
FIGUERES,VILAMACOLUM,IPV-AM,INDEPENDENTS PER VILAMACOLUM-ACORD MUNICIPAL,17
FIGUERES,VILAMALLA,JUNTS,UNIM VILAMALLA,17
FIGUERES,VILAMANISCLE,JUNTS,JUNTS PER VILAMANISCLE,17
FIGUERES,VILAMANISCLE,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DEPROGRÉS,17
FIGUERES,VILANANT,JUNTS,JUNTS PER VILANANT I TARAVAUS,17
FIGUERES,VILANANT,PSC-PC,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DEPROGRÉS,17
FIGUERES,VILA-SACRA,JUNTS,JUNTS PER VILA-SACRA,17
FIGUERES,VILA-SACRA,UPV-AM,UNITS PER VILA-SACRA-ACORD MUNICIPAL,17
FIGUERES,VILA-SACRA,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,17
GIRONA,AIGUAVIVA,ERC– AM,ESQUERRA REPUBLICANA DE CATALUNYA – ACORDMUNICIPAL,17
GIRONA,AIGUAVIVA,JXCAT-JUNTS,JUNTS PER CATALUNYA – AIGUAVIVA,17
GIRONA,AIGUAVIVA,PIA,PARTIT INDEPENDENT D’AIGUAVIVA,17
GIRONA,AIGUAVIVA,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA –CANDIDATURA DE PROGRÉS,17
GIRONA,AIGUAVIVA,JXAIGUAVIVA-IDC,JUNTS PER AIGUAVIVA – INDEPENDENTS DECATALUNYA,17
GIRONA,ALBONS,JXCAT – JUNTS,JUNTS PER CATALUNYA – ALBONS,17
GIRONA,AMER,ERC– AM,ESQUERRA REPUBLICANA DE CATALUNYA – ACORD MUNICIPAL,17
GIRONA,AMER,JXCAT-JUNTS,AMER – JUNTS PER CATALUNYA,17
GIRONA,BANYOLES,ERC– JPB – AM,ESQUERRA REPUBLICANA DE CATALUNYA-JUNTSPER BANYOLES-ACORD MUNICIPAL,17
GIRONA,BANYOLES,SBNYAMUNT,SUMEM BANYOLES – ALTERNATIVA MUNICIPALISTA,17
GIRONA,BANYOLES,JXCAT – JUNTS,JUNTS PER CATALUNYA – BANYOLES,17
GIRONA,BANYOLES,CP,CONVIVÈNCIA I PROGRÉS – CANDIDATURA DEPROGRÉS,17
GIRONA,BÀSCARA,ERC– AM,ESQUERRA REPUBLICANA DE CATALUNYA – ACORD MUNICIPAL,17
GIRONA,BÀSCARA,JUNTS,JUNTS PER BÀSCARA,17
GIRONA,BELLCAIRE D'EMPORDÀ,BD – AM,BELLCAIRE DECIDEIX – ACORD MUNICIPAL,17
GIRONA,BELLCAIRE D'EMPORDÀ,JXCAT – JUNTS,JUNTS X BELLCAIRE,17
GIRONA,BESCANÓ,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA – ACORDMUNICIPAL,17
GIRONA,BESCANÓ,JXCAT-JUNTS,JUNTS PER BESCANÓ,17
GIRONA,BESCANÓ,CUP – AMUNT,CANDIDATURA D’UNITAT POPULAR – ALTERNATIVAMUNICIPALISTA,17
GIRONA,BORDILS,ERC– AM,ESQUERRA REPUBLICANA DE CATALUNYA – ACORDMUNICIPAL,17
GIRONA,BORDILS,JXCAT-JUNTS,JUNTS PER BORDILS,17
GIRONA,BORDILS,CUP-AMUNT,CANDIDATURA D’UNITAT POPULAR – ALTERNATIVAMUNICIPALISTA,17
GIRONA,CAMÓS,ERC– JPC – AM,ESQUERRA REPUBLICANA DE CATALUNYA-JUNTS PER CAMÓS-ACORD MUNICIPAL,17
GIRONA,CAMÓS,JXCAT-JUNTS,JUNTS PER CATALUNYA,17
GIRONA,CAMPLLONG,ERC– AM,ESQUERRA REPUBLICANA DE CATALUNYA – ACORD MUNICIPAL,17
GIRONA,CAMPLLONG,JXCAT-JUNTS,JUNTS X CAMPLLONG,17
GIRONA,CANET D'ADRI,IPC – AM,INDEPENDENTS PER CANET D’ADRI – ACORD MUNICIPAL,17
GIRONA,CANET D'ADRI,JXCAT – JUNTS,JUNTS PER CANET D’ADRI,17
GIRONA,CASSÀ DE LA SELVA,ERC– AM,ESQUERRA REPUBLICANA DE CATALUNYA – ACORDMUNICIPAL,17
GIRONA,CASSÀ DE LA SELVA,JXCAT – JUNTS,JUNTS X CASSÀ,17
GIRONA,CASSÀ DE LA SELVA,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA –CANDIDATURA DE PROGRÉS,17
GIRONA,CELRÀ,FC – ERC – AM,FEM CELRÀ-ESQUERRA REPUBLICANA DECATALUNYA-ACORD MUNICIPAL,17
GIRONA,CELRÀ,CUP-AMUNT,CANDIDATURA D’UNITAT POPULAR – ALTERNATIVAMUNICIPALISTA,17
GIRONA,CELRÀ,JXCAT – JUNTS,JUNTS PER CELRÀ,17
GIRONA,CELRÀ,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA –CANDIDATURA DE PROGRÉS,17
GIRONA,CERVIÀ DE TER,ERC– AM,ESQUERRA REPUBLICANA DE CATALUNYA – ACORD MUNICIPAL,17
GIRONA,CERVIÀ DE TER,JXCAT – JUNTS,JUNTS PER CERVIÀ I RASET,17
GIRONA,CERVIÀ DE TER,ACR-AMUNT,ALTERNATIVA PER CERVIÀ I RASET – ALTERNATIVA MUNICIPALISTA,17
GIRONA,COLOMERS,IPC-AMUNT,INDEPENDENTS PEL PROGRÉS DE COLOMERS – ALTERNATIVAMUNICIPALISTA,17
GIRONA,COLOMERS,CP,INDEPENDENTS PER COLOMERS-CANDIDATURA DE PROGRÉS,17
GIRONA,CORNELLÀ DEL TERRI,CPC – ERC – AM,COMPROMÍS PER CORNELLÀ-ESQUERRA REPUBLICANA DECATALUNYA – ACORD MUNICIPAL,17
GIRONA,CORNELLÀ DEL TERRI,JXCAT – JUNTS,JUNTS X LA VALL DEL TERRI,17
GIRONA,ESPONELLÀ,ERC– JPE – AM,ESQUERRA REPUBLICANA DE CATALUNYA-JUNTS PER ESPONELLÀ-ACORD MUNICIPAL,17
GIRONA,ESPONELLÀ,JXCAT-JUNTS,JUNTS PER CATALUNYA,17
GIRONA,FLAÇÀ,FU-ERC-AM,FLAÇÀ VIU-ESQUERRA REPUBLICANA DE CATALUNYA-ACORDMUNICIPAL,17
GIRONA,FLAÇÀ,JXCAT-JUNTS,JUNTS PER CATALUNYA-FLAÇÀ,17
GIRONA,FLAÇÀ,MF-UPMCAT,MES FLAÇÀ – UPMCAT,17
GIRONA,FONTCOBERTA,ERC– JPFV-AM,ESQUERRA REPUBLICANA DE CATALUNYA-JUNTS PER FONTCOBERTAI VILAVENUT-ACORD MUNICIPAL,17
GIRONA,FONTCOBERTA,JXCAT-JUNTS,JUNTS PER CATALUNYA-FONTCOBERTA I VILAVENUT,17
GIRONA,FONTCOBERTA,UPF,UNITS PER FONTCOBERTA,17
GIRONA,FORNELLS DE LA SELVA,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORDMUNICIPAL,17
GIRONA,FORNELLS DE LA SELVA,JXCAT-JUNTS,JUNTS PER FORNELLS,17
GIRONA,FORNELLS DE LA SELVA,IPF-AMUNT,INDEPENDENTS PER FORNELLS-ALTERNATIVAMUNICIPALISTA,17
GIRONA,FORNELLS DE LA SELVA,CP,VEÏNS PEL MUNICIPI-CANDIDATURA DE PROGRÉS,17
GIRONA,FORNELLS DE LA SELVA,PP,PARTIDO POPULAR/ PARTIT POPULAR,17
GIRONA,GARRIGOLES,IDG-CP,INDEPENDENTS DE GARRIGOLES-CANDIDATURA DE PROGRÉS,17
GIRONA,GARRIGOLES,EXR-UPMCAT,EMPORDANESOS PER LA REPÚBLICA – UPMCAT,17
GIRONA,GARRIGOLES,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,17
GIRONA,GARRIGOLES,PP,PARTIDO POPULAR/ PARTIT POPULAR,17
GIRONA,GIRONA,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA – ACORDMUNICIPAL,17
GIRONA,GIRONA,PP,PARTIDO POPULAR / PARTIT POPULAR,17
GIRONA,GIRONA,BLOC S.C.,BLOC SOBIRANISTA CATALÀ,17
GIRONA,GIRONA,JXCAT-JUNTS,JUNTS PER CATALUNYA – GIRONA,17
GIRONA,GIRONA,GGI-AMUNT,GUANYEM GIRONA – ALTERNATIVA MUNICIPALISTA,17
GIRONA,GIRONA,CS,CIUTADANS-PARTIDO DE LA CIUDADANÍA,17
GIRONA,GIRONA,PACMA,PARTIT ANIMALISTA CONTRA EL MALTRACTAMENTANIMAL,17
GIRONA,GIRONA,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA –CANDIDATURA DE PROGRÉS,17
GIRONA,GIRONA,VOX,VOX,17
GIRONA,GIRONA,GECPECG,GIRONA EN COMÚ PODEM-EN COMÚ PODEM,17
GIRONA,JAFRE,A X J,ALTERNATIVA PER JAFRE,17
GIRONA,JAFRE,FPJ,FUTUR PER JAFRE,17
GIRONA,JUIÀ,VJ-AM,VIU JUIÀ-ACORD MUNICIPAL,17
GIRONA,JUIÀ,JXCAT-JUNTS,JUNTS PER JUIÀ,17
GIRONA,"ARMENTERA, L'",JXL’A-JUNTS,JUNTS PER L’ARMENTERA,17
GIRONA,"ESCALA, L'",NPRS,"NOSOTROS, PARTIDO DE LA REGENERACIÓN SOCIAL",17
GIRONA,"ESCALA, L'",CUP-AMUNT,CANDIDATURA D’UNITAT POPULAR-ALTERNATIVAMUNICIPALISTA,17
GIRONA,"ESCALA, L'",CP,CANDIDATURA DE PROGRÉS,17
GIRONA,"ESCALA, L'",ERC– AM,ESQUERRA REPUBLICANA DE CATALUNYA – ACORDMUNICIPAL,17
GIRONA,"ESCALA, L'",ECL’EECG,EN COMÚ L’ESCALA-EN COMÚ GUANYEM,17
GIRONA,"ESCALA, L'",JXCAT-JUNTS,JUNTS PER CATALUNYA-L’ESCALA,17
GIRONA,"ESCALA, L'",GENT DE L’ESCALA-IDC,GENT DE L’ESCALA-INDEPENDENTS DE CATALUNYA,17
GIRONA,LLAGOSTERA,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORDMUNICIPAL,17
GIRONA,LLAGOSTERA,CUP-ALL-AMUNT,CUP-ALTERNATIVA PER LLAGOSTERA-ALTERNATIVAMUNICIPALISTA,17
GIRONA,LLAGOSTERA,CS,CIUTADANS-PARTIDO DE LA CIUDADANIA,17
GIRONA,LLAGOSTERA,JXCAT-JUNTS,JUNTS PER LLAGOSTERA,17
GIRONA,LLAGOSTERA,SOM CATALANS,SOM CATALANS,17
GIRONA,LLAGOSTERA,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA PERLLAGOSTERA – CANDIDATURA DE PROGRÉS,17
GIRONA,LLAMBILLES,TXLL-ERC-AM,TOTS PER LLAMBILLES-ESQUERRA REPUBLICANA DE CATALUNYAACORD MUNICIPAL,17
GIRONA,LLAMBILLES,JXCAT-JUNTS,LLAMBILLES-JUNTS PER CATALUNYA,17
GIRONA,MADREMANYA,IPM-AM,INDEPENDENTS PER MADREMANYA-ACORD MUNICIPAL,17
GIRONA,PALOL DE REVARDIT,JXCAT-JUNTS,JUNTS PER CATALUNYA,17
GIRONA,PORQUERES,IDP-AM,INDEPENDENTS DE PORQUERES-ACORD MUNICIPAL,17
GIRONA,PORQUERES,JXCAT-JUNTS,JUNTS X PORQUERES,17
GIRONA,QUART,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA – ACORDMUNICIPAL,17
GIRONA,QUART,QA-AM,QUART ACTIU ACTIVISME MUNICIPAL,17
GIRONA,QUART,JXCAT-JUNTS,JUNTS PER QUART,17
GIRONA,QUART,CUP-AMUNT,CANDIDATURA D’UNITAT POPULAR-ALTERNATIVAMUNICIPALISTA,17
GIRONA,QUART,PSC-CP,QUART – CANDIDATURA DE PROGRÉS,17
GIRONA,SALT,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORDMUNICIPAL,17
GIRONA,SALT,PP,PARTIDO POPULAR/PARTIT POPULAR,17
GIRONA,SALT,JXCAT-JUNTS,JUNTS PER SALT,17
GIRONA,SALT,IPS-CUPAMUNT,INDEPENDENTS PER SALT-CANDIDATURA D’UNITATPOPULAR-ALTERNATIVA MUNICIPALISTA,17
GIRONA,SALT,CS,CIUTADANS-PARTIDO DE LA CIUDADANIA,17
GIRONA,SALT,UNIDOS SI,UNIDOS-SI,17
GIRONA,SALT,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA –CANDIDATURA DEL PROGRÉS,17
GIRONA,SALT,VOX,VOX,17
GIRONA,SALT,PODEMOS,PODEMOS,17
GIRONA,SALT,CSEC-ECG,CANVIEM SALT EN COMÚ-EN COMÚ GUANYEM,17
GIRONA,SANT GREGORI,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORDMUNICIPAL,17
GIRONA,SANT GREGORI,JXCAT-JUNTS,JUNTS PER SANT GREGORI,17
GIRONA,SANT GREGORI,CUP-AMUNT,CANDIDATURA D’UNITAT POPULAR-ALTERNATIVAMUNICIPALISTA,17
GIRONA,SANT GREGORI,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA –CANDIDATURA DE PROGRÉS,17
GIRONA,SANT JOAN DE MOLLET,JPERM-AM,JUNTS PER MOLLET-ACORD MUNICIPAL,17
GIRONA,SANT JORDI DESVALLS,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,17
GIRONA,SANT JORDI DESVALLS,JXCAT-JUNTS,JUNTS PER SANT JORDI,17
GIRONA,SANT JORDI DESVALLS,SIC-IDC,SENY I COHERÈNCIA-INDEPENDENTS DE CATALUNYA,17
GIRONA,SANT JULIÀ DE RAMIS,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORDMUNICIPAL,17
GIRONA,SANT JULIÀ DE RAMIS,JXCAT-JUNTS,JUNTS PER CATALUNYA-SANT JULIÀ DE RAMÍSMEDINYÀ,17
GIRONA,SANT JULIÀ DE RAMIS,CP,INDEPENDENTS PER SANT JULIÀ DE RAMIS IMEDINYÀ-CANDIDATURA DE PROGRÉS,17
GIRONA,SANT JULIÀ DEL LLOR I BONMATÍ,GISJLLIB-AM,GRUP INDEPENDENT DE SANT JULIÀ DEL LLOR I BONMATÍ-ACORDMUNICIPAL,17
GIRONA,SANT MARTÍ DE LLÉMENA,ILL-AM,INDEPENDENT DE LA LLÉMENA-ACORD MUNICIPAL,17
GIRONA,SANT MARTÍ DE LLÉMENA,JXCAT-JUNTS,JUNTS PER SANT MARTÍ,17
GIRONA,SANT MARTÍ DE LLÉMENA,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA – CANDIDATURA DEPROGRÉS,17
GIRONA,SANT MARTÍ VELL,IXSMVAM,INDEPENDENTS PER SANT MARTI VELL-ACORD MUNICIPAL,17
GIRONA,SANT MARTÍ VELL,JXCAT-JUNTS,JUNTS PER SANT MARTI VELL,17
GIRONA,SANT MARTÍ VELL,CP,INDEPENDENTS PER SANT MARTÍ VELL-CANDIDATURA DE PROGRÉS,17
GIRONA,SANT MARTÍ VELL,PP,PARTIDO POPULAR/ PARTIT POPULAR,17
GIRONA,SANT MORI,JUNTS,JUNTS PER SANT MORI,17
GIRONA,SANT MORI,CP,PER SANT MORI-CP,17
GIRONA,SANT MORI,ERC– AM,ESQUERRA REPUBLICANA DE CATALUNYA – ACORD MUNICIPAL,17
GIRONA,SARRIÀ DE TER,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORDMUNICIPAL,17
GIRONA,SARRIÀ DE TER,PAS-AMUNT,POBLE ACTIU SARRIÀ DE TER-ALTERNATIVAMUNICIPALISTA,17
GIRONA,SARRIÀ DE TER,CS,CIUTADANS-PARTIDO DE LA CIUDADANIA,17
GIRONA,SARRIÀ DE TER,JXCAT-JUNTS,JUNTS PER SARRIÀ,17
GIRONA,SARRIÀ DE TER,PSC-CP,PARTIT DELS SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS,17
GIRONA,"SAUS, CAMALLERA I LLAMPAIES",ARDSCLL-AM,"ASSAMBLEA REPUBLICANA DE SAUS, CAMALLERA I LLAMPAIESACORD MUNICIPAL",17
GIRONA,"SAUS, CAMALLERA I LLAMPAIES",JUNTS,"JUNTS PER SAUS,CAMALLERA I LLAMPAIES",17
GIRONA,"SAUS, CAMALLERA I LLAMPAIES",CP,"INDEPENDENTS DE SAUS, CAMALLERA I LLAMPAIES-CANDIDATURADE PROGRÉS",17
GIRONA,SERINYÀ,GPS-AM,GENT PER SERINYÀ-ACORD MUNICIPAL,17
GIRONA,SERINYÀ,JXCAT-JUNTS,JUNTS PER CATALUNYA-SERINYÀ,17
GIRONA,VENTALLÓ,JUNTS,JUNTS PER VENTALLÓ,17
GIRONA,VENTALLÓ,ERC– AM,ESQUERRA REPUBLICANA DE CATALUNYA – ACORD MUNICIPAL,17
GIRONA,VERGES,JFP-AMUNT,JUNTS FEM POBLE-ALTERNATIVA MUNICIPALISTA,17
GIRONA,VILABLAREIX,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORDMUNICIPAL,17
GIRONA,VILABLAREIX,JXCAT-JUNTS,JUNTS PER CATALUNYA-VILABLAREIX,17
GIRONA,VILABLAREIX,UXVI-IDC,UNITS PER VILABLAREIX-INDEPENDENTS DECATALUNYA,17
GIRONA,VILADAMAT,JUNTS,JUNTS PER VILADAMAT,17
GIRONA,VILADAMAT,CUP-AMUNT,CANDIDATURA D’UNITAT POPULAR-ALTERNATIVA MUNICIPALISTA,17
GIRONA,VILADASENS,ERC-AM,ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL,17
GIRONA,VILADASENS,JXCAT-JUNTS,JUNTS PER VILADASENS,17
