location_id,muni_name,party_acronym,political_party_slug,political_party_long_name,seats_available,party_seats,rank
23018,Cambil,PSOE-A,NA,NA,11,6,1
23019,Campillo de Arenas,PSOE-A,NA,NA,9,6,1
23020,Canena,IU ANDALUCIA,NA,NA,9,5,1
23021,Carboneros,PSOE-A,NA,NA,7,5,1
23024,"Carolina, La",PSOE-A,NA,NA,17,10,1
23025,Castellar,PSOE-A,NA,NA,11,5,1
23026,Castillo de Locubín,PSOE-A,NA,NA,11,8,1
23027,Cazalilla,PSOE-A,NA,NA,7,6,1
23028,Cazorla,PSOE-A,NA,NA,13,8,1
23029,Chiclana de Segura,PSOE-A,NA,NA,7,4,1
23030,Chilluévar,PSOE-A,NA,NA,9,6,1
23901,Cárcheles,Cs,NA,NA,9,5,1
23031,Escañuela,PSOE-A,NA,NA,7,7,1
23032,Espeluy,PSOE-A,NA,NA,7,4,1
23033,Frailes,PP,pp,PARTIDO POPULAR,9,6,1
23034,Fuensanta de Martos,P.S.O.E.-A,NA,NA,11,9,1
23035,Fuerte del Rey,PSOE-A,NA,NA,9,5,1
23038,"Guardia de Jaén, La",PP,pp,PARTIDO POPULAR,11,5,1
23039,Guarromán,PP,pp,PARTIDO POPULAR,11,7,1
23037,Génave,PSOE-A,NA,NA,7,6,1
23041,Higuera de Calatrava,AxSI,NA,NA,7,4,1
23042,Hinojares,PSOE-A,NA,NA,7,4,1
23043,Hornos,PSOE-A,NA,NA,7,4,1
23044,Huelma,ADELANTE,NA,NA,13,6,1
23045,Huesa,PSOE-A,NA,NA,11,6,1
23046,Ibros,PSOE-A,NA,NA,11,7,1
23047,"Iruela, La",PSOE-A,NA,NA,9,5,1
23048,Iznatoraf,PP,pp,PARTIDO POPULAR,7,5,1
23049,Jabalquinto,U.D.J,udj,UNION DEMOCRATICA JABALQUINTO,11,9,1
23051,Jamilena,P.S.O.E.-A,NA,NA,11,5,1
23050,Jaén,PSOE-A,NA,NA,27,11,1
23052,Jimena,PSOE-A,NA,NA,9,6,1
23053,Jódar,PSOE-A,NA,NA,17,10,1
23040,Lahiguera,ADELANTE,NA,NA,9,3,1
23054,Larva,PSOE-A,NA,NA,7,5,1
23055,Linares,PSOE-A,NA,NA,25,8,1
23056,Lopera,PSOE-A,NA,NA,11,6,1
23057,Lupión,IU ANDALUCÍA,NA,NA,7,4,1
23058,Mancha Real,PP,pp,PARTIDO POPULAR,17,10,1
23059,Marmolejo,PSOE-A,NA,NA,13,10,1
23060,Martos,P.S.O.E.-A,NA,NA,21,10,1
23061,Mengíbar,PSOE-A,NA,NA,13,8,1
23062,Montizón,PP,pp,PARTIDO POPULAR,9,5,1
23063,Navas de San Juan,PSOE-A,NA,NA,11,7,1
23064,Noalejo,PSOE-A,NA,NA,9,6,1
23065,Orcera,PSOE-A,NA,NA,9,6,1
23066,Peal de Becerro,PSOE-A,NA,NA,13,7,1
23067,Pegalajar,PSOE-A,NA,NA,11,6,1
23069,Porcuna,Cs,NA,NA,13,10,1
23070,Pozo Alcón,PSOE-A,NA,NA,11,6,1
23071,Puente de Génave,PSOE-A,NA,NA,11,6,1
23072,"Puerta de Segura, La",PP,pp,PARTIDO POPULAR,11,6,1
23073,Quesada,PSOE-A,NA,NA,13,8,1
23074,Rus,PSOE-A,NA,NA,11,5,1
23075,Sabiote,PSOE-A,NA,NA,11,8,1
23076,Santa Elena,PSOE-A,NA,NA,7,4,1
23077,Santiago de Calatrava,P.S.O.E.-A,NA,NA,7,5,1
23904,Santiago-Pontones,PSOE-A,NA,NA,11,6,1
23079,Santisteban del Puerto,PP,pp,PARTIDO POPULAR,11,7,1
23080,Santo Tomé,PSOE-A,NA,NA,11,8,1
23081,Segura de la Sierra,PSOE-A,NA,NA,9,7,1
23082,Siles,PP,pp,PARTIDO POPULAR,11,6,1
23084,Sorihuela del Guadalimar,PSOE-A,NA,NA,9,5,1
23085,Torreblascopedro,AxSI,NA,NA,11,7,1
23086,Torredelcampo,PSOE-A,NA,NA,17,12,1
23087,Torredonjimeno,P.S.O.E.-A,NA,NA,17,7,1
23088,Torreperogil,PSOE-A,NA,NA,13,8,1
23090,Torres,PP,pp,PARTIDO POPULAR,9,5,1
23091,Torres de Albánchez,PP,pp,PARTIDO POPULAR,7,4,1
23093,Valdepeñas de Jaén,PSOE-A,NA,NA,11,9,1
23094,Vilches,PSOE-A,NA,NA,11,5,1
23095,Villacarrillo,PP,pp,PARTIDO POPULAR,17,12,1
23096,Villanueva de la Reina,PSOE-A,NA,NA,11,7,1
23097,Villanueva del Arzobispo,PSOE-A,NA,NA,13,4,1
23098,Villardompardo,PP,pp,PARTIDO POPULAR,7,4,1
23099,"Villares, Los",PSOE-A,NA,NA,13,7,1
23101,Villarrodrigo,PSOE-A,NA,NA,7,4,1
23903,Villatorres,ADELANTE,NA,NA,11,5,1
23092,Úbeda,PSOE-A,NA,NA,21,16,1
23001,Albanchez de Mágina,Cs,NA,NA,9,3,2
23002,Alcalá la Real,PP,pp,PARTIDO POPULAR,21,9,2
23003,Alcaudete,PP,pp,PARTIDO POPULAR,17,4,2
23004,Aldeaquemada,PSOE-A,NA,NA,7,3,2
23005,Andújar,PP,pp,PARTIDO POPULAR,21,9,2
23006,Arjona,PP,pp,PARTIDO POPULAR,13,2,2
23007,Arjonilla,P.AR.,NA,NA,11,3,2
23008,Arquillos,PSOE-A,NA,NA,9,2,2
23905,Arroyo del Ojanco,PP,pp,PARTIDO POPULAR,11,4,2
23009,Baeza,PP,pp,PARTIDO POPULAR,17,6,2
23010,Bailén,PSOE-A,NA,NA,17,7,2
23011,Baños de la Encina,PP,pp,PARTIDO POPULAR,11,3,2
23012,Beas de Segura,PP,pp,PARTIDO POPULAR,13,2,2
23902,Bedmar y Garcíez,PP,pp,PARTIDO POPULAR,11,2,2
23014,Begíjar,PSOE-A,NA,NA,11,5,2
23016,Benatae,PP,pp,PARTIDO POPULAR,7,3,2
23015,Bélmez de la Moraleda,PP,pp,PARTIDO POPULAR,9,2,2
23017,Cabra del Santo Cristo,PP,pp,PARTIDO POPULAR,9,3,2
23018,Cambil,ADELANTE,NA,NA,11,4,2
23019,Campillo de Arenas,ADELANTE,NA,NA,9,2,2
23020,Canena,PSOE-A,NA,NA,9,2,2
23021,Carboneros,PP,pp,PARTIDO POPULAR,7,2,2
23024,"Carolina, La",PP,pp,PARTIDO POPULAR,17,5,2
23025,Castellar,PP,pp,PARTIDO POPULAR,11,3,2
23026,Castillo de Locubín,PP,pp,PARTIDO POPULAR,11,3,2
23027,Cazalilla,PP,pp,PARTIDO POPULAR,7,1,2
23028,Cazorla,PP,pp,PARTIDO POPULAR,13,4,2
23029,Chiclana de Segura,PP,pp,PARTIDO POPULAR,7,3,2
23030,Chilluévar,PP,NA,NA,9,2,2
23901,Cárcheles,PSOE-A,NA,NA,9,4,2
23032,Espeluy,UCIN,NA,NA,7,2,2
23033,Frailes,PSOE-A,NA,NA,9,3,2
23034,Fuensanta de Martos,PP,pp,PARTIDO POPULAR,11,2,2
23035,Fuerte del Rey,Cs,NA,NA,9,2,2
23038,"Guardia de Jaén, La",PSOE-A,NA,NA,11,5,2
23039,Guarromán,PSOE-A,NA,NA,11,3,2
23037,Génave,PP,pp,PARTIDO POPULAR,7,1,2
23041,Higuera de Calatrava,PP,pp,PARTIDO POPULAR,7,3,2
23042,Hinojares,PP,pp,PARTIDO POPULAR,7,3,2
23043,Hornos,PP,pp,PARTIDO POPULAR,7,3,2
23044,Huelma,PSOE-A,NA,NA,13,5,2
23045,Huesa,ADELANTE,NA,NA,11,3,2
23046,Ibros,PP,pp,PARTIDO POPULAR,11,2,2
23047,"Iruela, La",PP,pp,PARTIDO POPULAR,9,4,2
23048,Iznatoraf,PSOE-A,NA,NA,7,1,2
23049,Jabalquinto,PSOE-A,NA,NA,11,2,2
23051,Jamilena,A.U.P.A.,NA,NA,11,3,2
23050,Jaén,PP,pp,PARTIDO POPULAR,27,8,2
23052,Jimena,PP,pp,PARTIDO POPULAR,9,3,2
23053,Jódar,IU ANDALUCIA,NA,NA,17,3,2
23040,Lahiguera,PSOE-A,NA,NA,9,3,2
23054,Larva,PP,pp,PARTIDO POPULAR,7,2,2
23055,Linares,PP,pp,PARTIDO POPULAR,25,5,2
23056,Lopera,ADELANTE,NA,NA,11,3,2
23057,Lupión,PSOE-A,NA,NA,7,2,2
23058,Mancha Real,PSOE-A,NA,NA,17,6,2
23059,Marmolejo,Cs,NA,NA,13,2,2
23060,Martos,Cs,NA,NA,21,4,2
23061,Mengíbar,PP,pp,PARTIDO POPULAR,13,3,2
23062,Montizón,PSOE-A,NA,NA,9,4,2
23063,Navas de San Juan,PP,pp,PARTIDO POPULAR,11,3,2
23064,Noalejo,PP,pp,PARTIDO POPULAR,9,3,2
23065,Orcera,PP,pp,PARTIDO POPULAR,9,3,2
23066,Peal de Becerro,PP,pp,PARTIDO POPULAR,13,6,2
23067,Pegalajar,PP,pp,PARTIDO POPULAR,11,2,2
23069,Porcuna,P.S.O.E.-A,NA,NA,13,2,2
23070,Pozo Alcón,PP,pp,PARTIDO POPULAR,11,4,2
23071,Puente de Génave,PP,pp,PARTIDO POPULAR,11,5,2
23072,"Puerta de Segura, La",PSOE-A,NA,NA,11,5,2
23073,Quesada,PP,pp,PARTIDO POPULAR,13,5,2
23074,Rus,Cs,NA,NA,11,3,2
23075,Sabiote,PP,pp,PARTIDO POPULAR,11,2,2
23076,Santa Elena,PP,pp,PARTIDO POPULAR,7,3,2
23077,Santiago de Calatrava,PP,pp,PARTIDO POPULAR,7,2,2
23904,Santiago-Pontones,UCIN,NA,NA,11,4,2
23079,Santisteban del Puerto,PSOE-A,NA,NA,11,4,2
23080,Santo Tomé,PP,pp,PARTIDO POPULAR,11,3,2
23081,Segura de la Sierra,PP,pp,PARTIDO POPULAR,9,2,2
23082,Siles,PSOE-A,NA,NA,11,5,2
23084,Sorihuela del Guadalimar,I.P.S.,NA,NA,9,2,2
23085,Torreblascopedro,PSOE-A,NA,NA,11,4,2
23086,Torredelcampo,PP,pp,PARTIDO POPULAR,17,3,2
23087,Torredonjimeno,PP,pp,PARTIDO POPULAR,17,5,2
23088,Torreperogil,PP,pp,PARTIDO POPULAR,13,2,2
23090,Torres,PSOE-A,NA,NA,9,4,2
23091,Torres de Albánchez,PSOE-A,NA,NA,7,3,2
23093,Valdepeñas de Jaén,PP,pp,PARTIDO POPULAR,11,2,2
23094,Vilches,IU ANDALUCIA,NA,NA,11,5,2
23095,Villacarrillo,PSOE-A,NA,NA,17,5,2
23096,Villanueva de la Reina,ADELANTE,NA,NA,11,3,2
23097,Villanueva del Arzobispo,AXV,axv,AGRUPACION POR VILLANUEVA,13,4,2
23098,Villardompardo,P.S.O.E.-A,NA,NA,7,3,2
23099,"Villares, Los",PP,pp,PARTIDO POPULAR,13,6,2
23101,Villarrodrigo,PP,pp,PARTIDO POPULAR,7,3,2
23903,Villatorres,PP,pp,PARTIDO POPULAR,11,3,2
23092,Úbeda,PP,pp,PARTIDO POPULAR,21,5,2
23001,Albanchez de Mágina,PP,pp,PARTIDO POPULAR,9,1,3
23002,Alcalá la Real,Cs,NA,NA,21,2,3
23005,Andújar,AxSI,NA,NA,21,1,3
23006,Arjona,Cs,NA,NA,13,1,3
23007,Arjonilla,PSOE-A,NA,NA,11,3,3
23905,Arroyo del Ojanco,AEAO,NA,NA,11,3,3
23009,Baeza,Cs,NA,NA,17,1,3
23010,Bailén,AIBAILEN,aibailen,AGRUPACION INDEPENDIENTE DE BAILEN,17,2,3
23011,Baños de la Encina,IU ANDALUCIA,NA,NA,11,1,3
23012,Beas de Segura,VOX,NA,NA,13,1,3
23014,Begíjar,IU ANDALUCÍA,NA,NA,11,1,3
23018,Cambil,PP,NA,NA,11,1,3
23019,Campillo de Arenas,Cs,NA,NA,9,1,3
23020,Canena,PP,pp,PARTIDO POPULAR,9,2,3
23024,"Carolina, La",P.I.N.P.,pinp,"PARTIDO INDEPENDIENTE DE LAS NUEVAS POBLACIONES LA CAROLINA, NAVAS DE TOLOSA Y ALDEAS",17,1,3
23025,Castellar,Cs,NA,NA,11,3,3
23028,Cazorla,ADELANTE,NA,NA,13,1,3
23030,Chilluévar,JUNTOS X CHILLUEVAR,NA,NA,9,1,3
23032,Espeluy,PP,pp,PARTIDO POPULAR,7,1,3
